num_ref,nombre_buque,numero_imo,causa_arribo,bandera,tbr,eslora,manga,tipo_embarcacion,calado_maximo,linea_naviera,puerto_anterior,fecha_hora_arribo,siguiente_puerto,fecha_hora_zarpe,trafico_movimiento,tipo_carga,producto,toneladas,vehiculos,cajas_20,cajas_40,muelle,terminal,maniobrista,horas_buque_puerto,horas_buque_muelle,horas_buque_operacion,mes,anio
70.0,Pro Onyx,9862413.0,desembarque,panamá,29655.0,183.0,32.0,petrolero,13.0,Master And/Or Owners C/O Inchcape Shipping Services Ltd,"Topolobampo, Sin",2025-06-09 20:45:00,"La Paz, Bc",2025-06-13 00:26:00,cabotaje entrada,petroleos y derivados,gasolina,17261.01,,,,PEMEX,Mazatlan,Pemex,48.0,47.0,30.55,junio,2025
71.0,Clearocean Hickory,9916616.0,desembarque,singapur,29530.0,183.0,32.0,petrolero,10.0,Pemex Logistica,"Guaymas, Son",2025-06-11 05:40:00,"Lazaro Cardenas, Mexico",2025-06-13 15:43:00,cabotaje entrada,petroleos y derivados,gasolina,2687.77,,,,PEMEX,Mazatlan,Pemex,39.0,38.0,24.7,junio,2025
72.0,Texistepec,9642916.0,desembarque,mexicana,30159.0,183.0,32.0,petrolero,10.0,Pemex Refinacion,"Salina Cruz, Oa",2025-06-13 15:30:00,"Guaymas, Son",2025-06-14 11:45:00,cabotaje entrada,petroleos y derivados,diesel,3278.7,,,,PEMEX,Mazatlan,Pemex,19.0,18.0,11.7,junio,2025
73.0,Angel Star,,desembarque,islas marshall,28844.0,180.0,32.0,petrolero,10.0,"Columbia Shipmanagement Ltd, Deutschland Gmbh","Rosarito, B.C.",2025-06-14 14:30:00,"La Paz, Bc",2025-06-15 17:34:00,altura / importación,petroleos y derivados,diesel,8920.61,,,,PEMEX,Mazatlan,Pemex,26.0,25.0,16.25,junio,2025
74.0,Silver Hannah,9682409.0,desembarque,islas marshall,29460.0,183.0,32.0,petrolero,9.0,Columbia Shipmanagement,"Lazaro Cardenas, Mexico",2025-06-18 21:30:00,"La Paz, Bc",2025-06-20 00:30:00,altura / importación,petroleos y derivados,gasolina,5375.19,,,,PEMEX,Mazatlan,Pemex,26.0,25.0,16.25,junio,2025
75.0,Hafnia Leo,9476824.0,desembarque,liberia,30312.0,183.0,32.0,petrolero,9.0,Pemex Logistica,"Lazaro Cardenas, Mexico",2025-06-20 05:20:00,"Guaymas, Son",2025-06-21 15:14:00,cabotaje entrada,petroleos y derivados,gasolina,4077.44,,,,PEMEX,Mazatlan,Pemex,16.0,15.0,9.75,junio,2025
77.0,Raramuri,9642928.0,desembarque,mexicana,30088.0,183.0,32.0,petrolero,13.0,Dampskibsselskabet Nordem A/S,"Topolobampo, Sin",2025-06-25 22:05:00,"Salina Cruz, Oa",2025-06-26 21:26:00,cabotaje entrada,petroleos y derivados,gasolina,4608.57,,,,PEMEX,Mazatlan,Pemex,23.0,22.0,14.3,junio,2025
78.0,Pro Onyx,9862413.0,desembarque,panamá,29655.0,183.0,32.0,petrolero,13.0,Master And/Or Owners C/O Inchcape Shipping Services Ltd,"Topolobampo, Sin",2025-06-29 00:24:00,"La Paz, Bc",2025-06-29 18:22:00,cabotaje entrada,petroleos y derivados,gasolina,5826.49,,,,PEMEX,Mazatlan,Pemex,18.0,17.0,11.05,junio,2025
2.0,Dareen,9074913.0,desembarque,panamá,12959.0,140.0,20.0,carguero,9.0,Waterfront Shipping Limited,"Port Hedland, Australia",2025-04-23 21:30:00,"Corinto, Nicaragua",2025-04-25 03:55:00,altura / importación,general suelta,ganado,1879.74,,,,5,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,30.0,29.0,18.85,abril,2025
3.0,Carrera,9432880.0,desembarque,inglaterra,46800.0,182.8,32.0,car-carrier,9.0,"Portman House, 2 Portman St. W1H 6Du, London, United Kingdom","Shangai, China",2025-04-02 14:00:00,Lazaro Cardenas,2025-04-02 23:35:00,altura / importación,general suelta,vehiculos,2207.434,1000.0,,,6,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,9.0,8.0,5.2,abril,2025
4.0,Jiuyang Fortune,9088237.0,desembarque,hong kong,44219.0,179.47,32.0,car-carrier,8.0,"Joy Hk Shipping Co., Limited",Lazaro Cardenas,2025-04-11 22:30:00,Shanghai,2025-04-12 12:15:00,altura / importación,general suelta,vehiculos,2334.025,1339.0,,,6,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,14.0,13.0,8.450000000000001,abril,2025
5.0,Grand Venus,9303211.0,desembarque,panamá,59217.0,199.99,32.0,car-carrier,10.0,Nyk Mexico,Lazaro Cardenas,2025-04-16 04:05:00,"Los Angeles, U.S.A.",2025-04-16 22:17:00,altura / importación,general suelta,vehiculos,2177.885,1511.0,,,6,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,18.0,17.0,11.05,abril,2025
6.0,Viking Emerald,9514987.0,desembarque,islas marshall,39454.0,167.25,28.0,car-carrier,9.0,"Cosco Shipping Logistics & Supply Chain Management Co., Ltd","Taichung, China",2025-04-20 19:48:00,Lazaro Cardenas,2025-04-21 12:34:00,altura / importación,general suelta,vehiculos,1780.28,1012.0,,,6,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,17.0,16.0,10.4,abril,2025
7.0,Saic Anji Phoenix,9190858.0,desembarque,hong kong,37237.0,176.0,31.0,car-carrier,9.0,"Shanghai Ansheng Automotive Shipping Co., Ltd",Lazaro Cardenas,2025-04-21 00:05:00,"Los Angeles, U.S.A.",2025-04-22 00:30:00,altura / importación,general suelta,vehiculos,1182.5,940.0,,,2,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,11.0,10.0,6.5,abril,2025
8.0,Morning Midas,9289910.0,desembarque,britanica,46800.0,182.0,31.0,car-carrier,9.0,Zodiac Maritime Limited,"Masan, Korea",2025-04-22 05:30:00,Lazaro Cardenas,2025-04-23 02:20:00,altura / importación,general suelta,vehiculos,2356.947,1539.0,,,2,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,20.0,19.0,12.35,abril,2025
9.0,Sierra  Nevada Highway,9325439.0,desembarque,panamá,44364.0,183.0,30.0,car-carrier,9.0,Eternity Maritime Shipping S.A.,"Nansha, China",2025-04-21 15:15:00,Lazaro Cardenas,2025-04-25 15:15:00,altura / importación,general suelta,vehiculos,3187.855,2582.0,,,2,Terminal Maritima de Mazatlan,Terminal Maritima de Mazatlan,44.0,43.0,27.95,abril,2025
